trade_id,stock_symbol,quantity,purchase_price,purchase_date
681,WPRT,110,130.64,4/22/2020
682,SLRC,6532,451.29,1/6/2021
683,FIF,9816,904.88,3/26/2021
684,TRIP,1941,56.1,11/21/2022
685,DENN,7154,151.71,10/23/2021
686,NCB,9362,3.87,3/12/2021
687,RAI,7902,632.17,12/18/2021
688,KLIC,351,999.11,11/4/2022
689,TOL,1799,507.55,7/9/2021
690,MRO,3246,425.28,10/8/2022
691,ADXSW,6051,947.83,8/16/2022
692,LIND,5113,1.33,5/31/2020
693,DMO,7675,893.2,6/12/2021
694,SLF,9230,376.73,7/15/2022
695,CSIQ,2899,877.98,12/21/2022
696,JKS,8772,796.76,1/1/2020
697,PIM,4515,579.44,5/15/2022
698,KKR,4567,337.79,4/9/2022
699,KMG,6995,560.37,10/27/2022
700,MTLS,3734,473.64,5/5/2020
701,UNT,6819,38.08,7/29/2020
702,LARK,2665,935.79,8/7/2021
703,ALSN,473,248.37,7/15/2022
704,NFJ,6220,265.4,10/4/2022
705,PPG,2746,28.53,7/18/2022
706,HLIT,6879,546.81,1/24/2022
707,KIM^J,8049,599.53,4/28/2022
708,ALCO,6927,96.06,6/16/2021
709,PCG,4605,108.65,7/31/2021
710,CNX,5493,498.23,1/12/2022
711,BPFHP,4016,296.98,10/13/2022
712,VTN,3706,404.47,9/18/2022
713,BOBE,4673,354.55,2/20/2021
714,WAIR,7348,465.48,10/14/2022
715,DHT,3996,840.54,2/4/2020
716,P,5869,432.06,11/11/2020
717,BR,7288,816.6,7/12/2020
718,LGI,6939,792.77,8/15/2021
719,SYMX,2656,306.3,12/12/2021
720,WDC,4417,635.73,11/18/2021
721,DLR,2531,814.38,7/9/2021
722,ZN,768,757.95,2/19/2022
723,UIS,3312,892.51,5/11/2021
724,X,7465,555.12,5/1/2021
725,BDSI,8063,691.01,2/19/2021
726,CIDM,5680,227.22,2/7/2020
727,USAK,4477,463.19,10/19/2020
728,BHACR,6473,812.2,2/10/2022
729,HDSN,153,586.38,8/13/2022
730,DDF,454,29.81,11/24/2021
731,CDR,5797,832.3,10/17/2021
732,ECCZ,6963,264.53,1/12/2022
733,VERI,9396,895.91,9/22/2022
734,MGU,7922,626.09,2/12/2021
735,HAFC,2685,26.93,6/10/2021
736,KOS,9542,819.62,4/25/2021
737,WFT,3661,256.39,1/26/2022
738,FITBI,9340,753.87,4/19/2020
739,CPSH,6092,970.95,1/10/2022
740,VBLT,6851,901.78,9/7/2020
741,TLK,106,882.84,7/20/2020
742,DCUD,9440,762.71,8/14/2022
743,FITS,298,436.09,10/10/2022
744,SLCA,326,385.97,3/23/2020
745,RUBI,557,303.93,9/3/2022
746,PSA,2065,540.6,11/27/2021
747,PGR,1599,919.52,9/28/2022
748,AINV,9213,478.68,3/12/2022
749,STBZ,3871,737.8,4/14/2021
750,SNLN,6443,314.54,5/10/2020
751,MS^F,7639,815.08,5/28/2022
752,INN^B,627,790.94,12/10/2021
753,DTY,595,457.62,7/28/2022
754,EQCO,6275,15.17,4/19/2021
755,KOP,5212,393.64,3/12/2021
756,IPDN,160,957.83,12/29/2020
757,WPC,6480,730.35,7/9/2021
758,BK,335,391.74,12/14/2021
759,CBK,1625,609.33,1/13/2021
760,ERA,6724,361.29,9/7/2020
761,ETM,4759,951.13,8/21/2020
762,IDA,9110,549.18,11/13/2021
763,ZNH,5014,177.41,10/1/2022
764,GLYC,5252,686.04,10/21/2020
765,NM,6402,798.8,3/25/2022
766,PRFZ,8216,284.79,9/25/2022
767,JGH,6642,232.79,10/30/2022
768,AFL,8850,67.87,3/30/2022
769,BGY,9849,358.55,8/9/2021
770,OZRK,9737,137.36,5/2/2021
771,QTEC,7157,408.01,4/21/2021
772,MUI,1635,17.33,10/29/2020
773,SO,279,505.31,9/11/2021
774,EVLV,4902,768.01,11/14/2020
775,MNP,7105,824.85,5/1/2020
776,GER,3259,356.38,1/1/2021
777,ZBRA,2476,629.42,2/23/2022
778,TTEK,5509,206.13,11/3/2020
779,PTC,5352,297.66,2/23/2022
780,MTDR,2084,138.88,1/5/2021
781,MN,6096,399.75,5/24/2021
782,AHT^A,7658,199.44,4/20/2021
783,CUB,4068,293.69,3/27/2022
784,URI,1154,427.87,1/12/2021
785,CPE,4633,675.78,1/5/2020
786,ENLK,9934,587.62,9/29/2022
787,CPT,2128,614.22,3/20/2021
788,TRC,4335,621.84,8/29/2021
789,RCL,8383,527.7,4/15/2020
790,ABCD,113,333.44,7/1/2022
791,ATRC,8763,989.76,1/13/2021
792,KTWO,9947,425.7,4/13/2022
793,IEUS,1888,249.06,6/2/2021
794,LECO,6868,568.32,1/25/2022
795,ABR^B,6106,682.17,12/9/2021
796,GEC,4381,357.5,5/9/2021
797,PSB,392,452.59,8/30/2020
798,IVENC,3468,450.93,4/5/2020
799,PPG,3875,873.28,9/8/2022
800,CACQ,7127,27.91,11/14/2021
801,FTC,3618,475.6,7/21/2020
802,CBX,2403,892.14,12/25/2022
803,NATR,8201,877.87,3/29/2020
804,NTEST.C,542,945.61,6/10/2022
805,KEM,3413,338.09,5/17/2022
806,CCD,4530,602.9,10/27/2021
807,AR,4926,615.16,6/9/2021
808,MMT,3913,128.45,6/7/2021
809,PDCO,2573,702.74,9/7/2022
810,NGHC,3852,576.53,9/6/2021
811,MIN,1212,219.21,6/24/2022
812,FINX,4498,526.72,12/29/2020
813,TJX,3618,777.17,6/5/2020
814,PHX,126,397.44,6/15/2020
815,ASFI,8723,477.78,3/18/2022
816,PTEN,391,324.07,10/7/2021
817,OLBK,818,98.29,8/1/2020
818,TPB,9657,731.0,11/22/2021
819,CSTE,6667,385.06,8/14/2021
820,BTA,6607,750.2,1/14/2021
821,ZIV,7060,300.8,1/15/2022
822,BSX,3030,78.15,2/8/2020
823,BOXC,2070,916.93,7/11/2020
824,BVXVW,2670,706.87,11/1/2022
825,JP,2433,785.55,3/1/2021
826,CTBB,3297,88.09,9/14/2021
827,MOFG,1860,650.33,11/4/2022
828,KEN,3791,847.15,5/14/2022
829,ATNI,4727,34.46,7/15/2022
830,FTAG,9271,211.96,4/30/2021
831,CR,4049,839.18,8/28/2021
832,OTIC,6382,698.41,8/11/2022
833,SNLN,1598,46.15,3/13/2021
834,IPAS,4086,673.79,12/20/2021
835,IRIX,3645,819.16,4/17/2022
836,BGY,5449,322.22,3/23/2020
837,GBLIL,2190,527.0,5/12/2021
838,GEF.B,6750,299.79,3/21/2020
839,PHO,3182,123.64,12/28/2020
840,STOR,7048,840.71,3/25/2021
841,ETR,8036,599.65,7/12/2021
842,UTHR,578,844.28,10/11/2021
843,QHC,422,200.26,11/1/2022
844,CSII,9557,738.91,5/2/2022
845,ITCB,773,855.08,1/1/2020
846,EGP,370,296.42,2/20/2021
847,MTDR,1362,399.28,3/29/2020
848,MZF,1552,921.04,3/6/2021
849,MWA,9008,23.68,2/26/2020
850,PEI^B,4420,976.7,2/6/2022
851,NUS,55,579.6,8/11/2021
852,LKFN,2453,35.49,12/1/2020
853,VNDA,4115,508.68,4/25/2021
854,NTEST.C,8269,872.66,9/24/2022
855,SLTB,8081,89.32,4/3/2020
856,TSC,8453,731.12,3/5/2021
857,GLPI,7104,785.43,5/29/2022
858,KALU,6107,103.45,10/6/2021
859,OXLCN,5702,780.1,4/25/2020
860,MTB^C,7504,212.13,4/18/2020
861,TIG,717,152.51,12/4/2022
862,CCJ,5189,628.5,10/25/2021
863,VOXX,1685,50.84,3/6/2020
864,PL^C,6406,368.92,1/12/2022
865,BOTJ,6363,264.3,6/13/2022
866,TSQ,7767,786.83,1/17/2021
867,KONA,3218,228.86,10/25/2022
868,MIC,760,204.82,12/31/2021
869,NATR,3637,550.85,3/14/2021
870,FLS,9626,894.33,7/27/2022
871,AUY,7706,338.74,10/12/2021
872,CLRBW,8825,294.42,7/12/2020
873,GDDY,1522,702.69,5/6/2022
874,SLRC,3514,21.43,11/22/2022
875,JBT,5331,756.66,3/31/2020
876,NYLD,2129,849.19,8/6/2022
877,SOJA,4341,958.16,7/8/2022
878,SCWX,589,960.33,2/16/2022
879,CATY,4242,769.56,3/4/2020
880,SMM,4670,956.33,7/10/2022
881,FTSL,9962,135.82,1/31/2022
882,CCOI,2002,279.15,3/22/2021
883,NCV,5298,445.81,9/12/2021
884,NYMT,4322,622.19,11/15/2022
885,ONSIZ,5293,334.53,6/12/2021
886,BECN,7916,772.41,6/9/2020
887,HSEB,3740,719.02,11/8/2021
888,NPK,6044,400.62,3/30/2021
889,UCFC,1861,49.13,2/27/2020
890,C^L,841,953.59,8/18/2022
891,FHY,8414,398.22,9/23/2021
892,WNEB,6266,438.6,11/12/2022
893,RBS^F,4662,761.55,5/17/2020
894,PGLC,8901,498.38,8/29/2021
895,ESEA,3177,978.03,10/28/2020
896,PRMW,6092,578.3,1/25/2022
897,PFG,9594,567.82,4/25/2022
898,SPI,8635,35.62,5/25/2022
899,SEMG,9351,601.84,1/2/2020
900,LNC.WS,3395,745.72,1/29/2020
901,RAS^C,1729,914.32,10/29/2020
902,AMPH,1519,306.61,1/17/2022
903,EDU,4452,425.91,8/30/2021
904,RWT,3669,285.25,1/2/2022
905,NVGN,8185,376.4,4/3/2022
906,RDWR,7266,864.73,6/13/2020
907,PRU,7230,797.62,8/28/2021
908,AEH,8378,324.08,5/6/2021
909,ACH,4806,128.82,1/13/2022
910,CYTX,9822,126.6,4/4/2021
911,KOP,4227,541.31,6/26/2022
912,APD,5290,306.83,1/3/2021
913,ECL,5175,520.18,8/11/2022
914,CBB^B,378,857.35,6/26/2020
915,BYM,8880,352.27,5/31/2020
916,OTTW,6366,551.06,6/29/2020
917,PFIE,8336,74.57,7/25/2022
918,FINL,6384,773.94,10/12/2022
919,CO,6282,901.35,11/26/2020
920,BV,8053,64.79,8/6/2021
921,APPS,1892,606.43,12/4/2022
922,MPC,9682,679.43,11/8/2020
923,MAYS,98,69.22,12/9/2022
924,BSE,4401,296.31,8/21/2022
925,GGT,6805,266.96,6/6/2021
926,BRC,8113,121.34,8/23/2021
927,KF,9009,446.59,9/29/2020
928,SCE^J,9155,719.31,2/25/2022
929,BGCA,8115,216.08,12/4/2022
930,UBP,8982,448.92,9/5/2020
931,UL,4020,698.58,4/12/2020
932,DOV,9196,993.13,12/16/2022
933,CLNS^E,4590,489.19,8/21/2020
934,NWFL,132,51.21,8/11/2020
935,EXAC,2807,109.39,4/6/2020
936,HOLX,837,527.98,10/13/2022
937,GNRC,1703,891.78,12/16/2021
938,LAD,4490,957.21,10/4/2021
939,GDV^D,9191,124.04,10/3/2021
940,OSB,7583,379.41,6/28/2021
941,BBG,4401,102.91,10/28/2022
942,HE,834,161.66,6/5/2021
943,ISHG,5024,829.33,5/5/2022
944,GTY,1424,581.78,5/11/2020
945,WGO,8969,770.41,8/28/2021
946,ECR,921,97.88,6/1/2022
947,INFY,5313,693.13,2/13/2020
948,MUS,8254,41.95,7/29/2020
949,HOV,2040,891.73,11/15/2020
950,TDI,2735,650.62,11/17/2021
951,RFT,508,728.3,12/6/2022
952,TAHO,6357,662.4,4/1/2022
953,HGSH,4753,417.98,12/24/2020
954,NATR,5149,711.45,1/22/2021
955,WLFC,3379,37.13,12/8/2022
956,CRD.A,2042,129.17,11/21/2020
957,IFEU,5187,996.81,2/24/2022
958,KNX,4593,832.52,9/24/2021
959,MYSZ,7297,949.54,3/12/2022
960,CIDM,8710,924.37,11/26/2020
961,MOG.A,6310,856.78,8/17/2021
962,RILY,2589,311.72,10/29/2022
963,TICC,1533,932.93,6/8/2020
964,FLKS,4971,127.43,10/11/2020
965,DVAX,5366,178.59,2/28/2021
966,SBOT,2168,389.26,11/23/2022
967,HYI,5242,314.43,6/10/2022
968,LEG,8131,18.01,8/15/2022
969,JSYNW,1325,904.59,4/13/2020
970,UPS,4437,832.44,9/24/2021
971,PNC^Q,9904,401.43,12/14/2020
972,CLNT,7320,733.24,4/13/2022
973,ASCMA,8993,971.6,6/21/2022
974,GEMP,1928,967.88,5/14/2021
975,PHK,9540,67.04,9/12/2020
976,FCFS,2074,953.76,1/18/2021
977,PAG,4332,383.11,8/14/2021
978,GDEN,9206,336.28,9/30/2020
979,COR^A,6345,521.71,8/3/2022
980,UFS,7090,916.14,7/7/2020
981,CPK,814,505.86,11/27/2022
982,RH,2636,739.04,7/17/2021
983,GNW,5888,434.92,9/29/2022
984,RDVY,9560,24.83,8/26/2020
985,NLY^C,5192,238.03,9/21/2020
986,DFT^C,1902,849.3,8/3/2022
987,RLH,5589,538.17,4/14/2021
988,MNGA,2613,433.62,10/23/2020
989,QDEL,8806,331.57,9/28/2020
990,RUBI,2911,497.57,5/20/2020
991,TCS,5306,588.36,6/12/2020
992,CMRE^B,8759,249.52,9/10/2020
993,STAF,4374,315.28,9/1/2020
994,SRF,8099,313.05,9/13/2022
995,ADES,4330,720.6,1/24/2021
996,CRVS,5015,492.54,10/16/2020
997,SMED,2622,361.89,1/17/2021
998,RDIB,2580,710.52,12/19/2021
999,JEQ,77,759.22,8/13/2021
1000,VNQI,242,825.71,1/5/2022
